customer_id,age,tenure_months,monthly_charges,support_calls,contract_type,payment_method,region,signup_date,churn
758,20.0,56,41.93,0,One year,Electronic Check,North,2020-12-02,0
759,33.0,43,,0,Month-to-month,Electronic Check,East,2020-08-04,0
760,40.0,50,41.46,1,One year,Debit Card,East,2021-02-07,0
761,28.0,23,61.61,2,Month-to-month,Debit Card,East,2021-05-18,0
762,29.0,44,95.96,1,Month-to-month,Electronic Check,South,2020-01-19,1
763,27.0,38,38.78,4,Two year,Bank Transfer,South,2023-03-07,0
764,49.0,23,91.98,5,Month-to-month,Bank Transfer,West,2020-04-10,1
765,33.0,45,106.69,1,One year,Bank Transfer,West,2018-02-18,0
766,25.0,52,65.39,2,Month-to-month,Electronic Check,East,2018-04-25,0
767,55.0,50,102.14,3,One year,Credit Card,South,2021-03-24,0
768,29.0,8,75.47,3,One year,Debit Card,North,2022-07-31,0
769,41.0,1,83.71,2,Month-to-month,Credit Card,West,2019-05-18,1
770,45.0,8,72.63,0,Month-to-month,Electronic Check,South,2022-08-30,0
771,25.0,29,66.32,0,One year,Credit Card,North,2023-01-31,0
772,45.0,5,,0,Month-to-month,Bank Transfer,North,2022-10-01,0
773,53.0,47,50.32,3,Month-to-month,Bank Transfer,South,2020-09-12,0
774,,34,49.0,1,One year,Credit Card,West,2018-03-12,0
775,25.0,65,76.33,5,Month-to-month,Electronic Check,South,2020-10-08,1
776,67.0,55,32.0,2,Two year,Credit Card,West,2022-03-23,0
777,45.0,43,111.68,3,Month-to-month,Bank Transfer,East,2022-10-02,1
778,45.0,30,92.07,4,Month-to-month,Bank Transfer,South,2021-09-21,1
779,54.0,17,60.14,0,One year,Electronic Check,South,2018-03-08,0
780,58.0,26,35.86,0,Month-to-month,Credit Card,West,2022-02-25,0
781,53.0,8,108.2,0,Month-to-month,Bank Transfer,West,2022-08-01,0
782,,47,102.38,1,Month-to-month,Bank Transfer,South,2022-11-13,0
783,34.0,46,92.17,1,Month-to-month,Credit Card,North,2020-08-24,1
784,26.0,68,47.15,1,Month-to-month,Credit Card,North,2021-05-21,0
785,50.0,33,60.24,1,Month-to-month,Debit Card,North,2018-06-30,0
786,37.0,1,30.27,2,Month-to-month,Electronic Check,East,2022-11-25,0
787,30.0,19,38.9,1,Month-to-month,Electronic Check,East,2019-09-05,0
788,45.0,31,98.3,1,One year,Credit Card,West,2023-03-02,0
789,65.0,14,91.5,3,One year,Electronic Check,East,2022-06-11,0
790,46.0,53,79.35,1,Month-to-month,Bank Transfer,North,2019-11-28,0
791,30.0,48,109.57,2,One year,Credit Card,South,2019-08-26,0
792,63.0,69,78.33,1,One year,Credit Card,East,2018-09-05,0
793,52.0,62,66.7,2,Month-to-month,Credit Card,East,2021-05-22,0
794,23.0,66,54.04,3,One year,Debit Card,North,2018-12-25,0
795,35.0,64,114.04,3,Month-to-month,,East,2018-09-06,1
796,,70,28.27,0,Two year,Debit Card,West,2019-09-30,0
797,22.0,63,113.09,2,Month-to-month,Bank Transfer,South,2023-05-01,0
798,64.0,33,102.67,0,Month-to-month,Electronic Check,North,2020-08-07,0
799,42.0,41,32.99,3,One year,Debit Card,West,2023-03-20,0
800,19.0,48,76.5,3,Month-to-month,Credit Card,North,2022-03-20,0
801,27.0,13,106.65,1,Month-to-month,Debit Card,West,2021-01-16,1
802,47.0,31,77.18,0,Month-to-month,Credit Card,South,2019-10-25,0
803,67.0,68,110.72,1,Month-to-month,Debit Card,South,2018-06-25,1
804,,4,,1,One year,Debit Card,West,2019-12-24,0
805,22.0,19,62.24,1,One year,,West,2019-03-02,0
806,50.0,70,57.73,2,Month-to-month,Credit Card,West,2022-11-30,0
807,18.0,13,,4,Month-to-month,Debit Card,West,2022-06-15,1
808,35.0,23,87.51,2,One year,,West,2020-02-10,0
809,49.0,1,31.6,3,Month-to-month,Electronic Check,West,2023-05-02,0
810,64.0,54,24.23,2,One year,,South,2019-12-04,0
811,66.0,71,76.46,3,Month-to-month,Credit Card,West,2018-03-22,0
812,28.0,15,113.02,3,Month-to-month,Credit Card,East,2020-07-15,1
813,38.0,65,104.42,0,Month-to-month,Electronic Check,South,2018-05-18,1
814,43.0,71,87.58,1,Month-to-month,Electronic Check,North,2021-12-27,1
815,42.0,15,33.91,2,Month-to-month,Electronic Check,South,2019-04-15,0
816,39.0,21,45.42,3,Month-to-month,Bank Transfer,North,2018-12-16,0
817,44.0,19,107.55,0,Month-to-month,Electronic Check,North,2021-02-23,0
818,66.0,60,38.28,1,Month-to-month,Debit Card,East,2023-03-20,0
819,30.0,33,47.84,4,Month-to-month,Bank Transfer,West,2023-04-25,1
820,50.0,49,32.96,2,Month-to-month,Bank Transfer,West,2023-03-07,0
821,51.0,35,87.61,1,Month-to-month,Credit Card,South,2021-08-25,1
822,58.0,44,,1,Month-to-month,Debit Card,West,2023-02-22,0
823,,11,46.9,1,Month-to-month,Credit Card,East,2021-06-07,0
824,18.0,66,67.54,3,One year,Credit Card,South,2022-01-23,0
825,38.0,46,83.43,1,Two year,Debit Card,South,2021-09-30,0
826,65.0,9,119.95,2,Month-to-month,Credit Card,South,2018-11-06,1
827,23.0,3,30.48,5,Month-to-month,Debit Card,West,2023-05-31,0
828,45.0,26,69.86,0,Month-to-month,Debit Card,West,2020-11-09,0
829,34.0,48,58.51,3,One year,Credit Card,West,2023-03-20,0
830,22.0,66,106.58,2,Month-to-month,Electronic Check,South,2022-05-04,0
831,48.0,70,67.6,1,Month-to-month,Credit Card,South,2020-09-28,0
832,22.0,28,31.1,1,One year,Bank Transfer,North,2022-07-29,0
833,55.0,26,83.44,3,Month-to-month,Credit Card,North,2022-04-14,1
834,20.0,25,97.08,1,Month-to-month,Debit Card,West,2022-05-03,0
835,40.0,12,20.29,1,Month-to-month,Bank Transfer,South,2022-02-09,0
836,54.0,5,,1,One year,Debit Card,West,2018-09-26,0
837,54.0,48,38.6,2,Month-to-month,Electronic Check,West,2020-10-23,0
838,27.0,37,75.21,1,Two year,Electronic Check,North,2020-02-09,0
839,27.0,44,61.58,2,One year,Bank Transfer,East,2018-01-16,0
840,36.0,15,91.97,3,Month-to-month,Electronic Check,West,2019-08-29,1
841,34.0,43,,2,Month-to-month,Electronic Check,East,2021-10-13,0
842,38.0,48,106.98,3,Month-to-month,Credit Card,East,2022-07-28,1
843,31.0,70,93.05,2,One year,Credit Card,South,2020-03-23,0
844,26.0,46,84.77,1,One year,Electronic Check,South,2023-02-06,0
845,63.0,43,99.62,2,Month-to-month,Electronic Check,West,2021-03-02,1
846,18.0,21,95.4,3,Two year,Credit Card,North,2021-08-28,0
847,68.0,23,23.59,2,Month-to-month,Electronic Check,North,2023-06-14,0
848,62.0,47,59.47,0,Month-to-month,Electronic Check,West,2019-04-27,0
849,30.0,15,113.08,3,Two year,Debit Card,West,2020-06-13,0
850,21.0,25,32.57,1,One year,Electronic Check,North,2022-04-17,0
851,18.0,36,93.71,1,Month-to-month,Bank Transfer,East,2021-08-21,1
852,66.0,51,117.46,4,One year,Debit Card,West,2018-09-26,0
853,57.0,15,25.22,3,Two year,Bank Transfer,East,2019-02-18,0
854,49.0,68,88.22,3,One year,Electronic Check,West,2018-01-25,0
855,51.0,21,66.82,2,One year,Credit Card,West,2018-11-12,0
856,45.0,13,77.92,1,One year,Debit Card,East,2019-07-25,0
857,48.0,19,28.53,1,Month-to-month,Credit Card,East,2019-12-26,0
858,25.0,34,24.3,0,One year,Debit Card,North,2022-08-19,0
859,56.0,68,86.69,4,Month-to-month,Credit Card,West,2020-10-04,1
860,,52,102.33,3,Two year,Debit Card,South,2023-01-24,0
861,51.0,27,98.2,0,Month-to-month,Debit Card,South,2021-07-23,0
862,20.0,29,74.38,0,One year,Bank Transfer,West,2023-05-08,0
863,67.0,28,29.99,6,Month-to-month,Credit Card,West,2019-01-24,0
864,29.0,35,88.8,2,Month-to-month,,West,2019-12-23,1
865,18.0,8,44.19,6,Month-to-month,Bank Transfer,East,2019-03-20,1
866,61.0,16,111.11,0,Two year,Credit Card,South,2020-09-25,0
867,22.0,36,103.83,2,Two year,Debit Card,South,2021-12-21,0
868,47.0,30,90.94,0,Month-to-month,Bank Transfer,South,2020-12-16,1
869,47.0,18,114.88,1,Two year,,West,2019-11-28,0
870,34.0,2,23.14,6,One year,Debit Card,East,2020-08-28,0
871,65.0,49,93.62,1,One year,Bank Transfer,West,2022-05-09,0
872,64.0,4,53.02,2,Month-to-month,Bank Transfer,North,2019-12-22,0
873,40.0,7,110.61,1,Two year,Bank Transfer,North,2019-01-03,0
874,32.0,39,46.67,1,Month-to-month,Debit Card,South,2023-05-19,0
875,54.0,13,92.49,4,Two year,Bank Transfer,West,2018-12-08,0
876,38.0,31,107.76,5,One year,Debit Card,North,2023-01-03,0
877,31.0,71,24.17,3,One year,Electronic Check,North,2023-02-19,0
878,19.0,63,59.76,1,One year,Bank Transfer,West,2018-10-31,0
879,28.0,56,96.23,2,Month-to-month,Electronic Check,East,2020-02-03,1
880,68.0,42,65.49,3,Month-to-month,Credit Card,West,2021-10-29,0
881,56.0,61,46.73,3,Month-to-month,Bank Transfer,West,2023-05-28,0
882,55.0,42,41.98,3,Month-to-month,Credit Card,East,2020-03-26,0
883,51.0,56,33.15,3,Month-to-month,Credit Card,South,2018-04-22,0
884,55.0,36,105.71,2,One year,Credit Card,South,2020-05-27,0
885,67.0,68,77.54,3,Two year,Electronic Check,South,2020-10-26,0
886,51.0,7,27.64,5,Month-to-month,Debit Card,East,2020-07-18,1
887,35.0,54,58.26,0,Month-to-month,Electronic Check,North,2019-12-04,0
888,47.0,1,56.77,1,Month-to-month,Electronic Check,East,2020-04-25,0
889,32.0,44,38.17,3,Month-to-month,Credit Card,West,2020-08-01,0
890,44.0,45,63.55,1,Month-to-month,Bank Transfer,East,2018-10-06,0
891,68.0,47,53.21,0,One year,Debit Card,North,2019-01-17,0
892,51.0,13,54.18,1,Month-to-month,Credit Card,North,2023-02-19,0
893,69.0,22,93.9,3,One year,Debit Card,West,2018-01-13,0
894,55.0,21,42.33,3,Month-to-month,Electronic Check,South,2018-10-30,0
895,50.0,9,,3,Two year,Debit Card,North,2022-04-29,0
896,41.0,26,77.06,2,One year,Debit Card,North,2022-06-29,0
897,32.0,9,76.81,2,Two year,Bank Transfer,North,2018-06-09,0
898,47.0,15,86.3,2,Two year,Credit Card,West,2018-06-03,0
899,59.0,10,74.84,3,Two year,Debit Card,North,2020-01-24,0
900,68.0,42,107.93,2,Two year,Debit Card,South,2018-06-30,0
901,34.0,24,87.56,1,One year,Electronic Check,West,2022-03-30,0
902,22.0,49,74.7,2,Month-to-month,Electronic Check,South,2021-04-18,0
903,46.0,26,102.98,3,Month-to-month,Debit Card,North,2019-01-12,1
904,21.0,37,80.61,1,Month-to-month,Credit Card,North,2023-01-02,1
905,27.0,68,49.11,3,One year,,South,2020-02-15,0
906,34.0,50,40.71,1,Month-to-month,Debit Card,West,2021-04-06,0
907,27.0,24,35.23,1,Two year,Bank Transfer,West,2021-05-22,0
908,34.0,19,109.95,0,Two year,Credit Card,South,2021-03-19,0
909,37.0,60,91.01,1,Month-to-month,Bank Transfer,North,2018-01-16,1
910,41.0,39,,1,Month-to-month,Credit Card,East,2021-01-19,1
911,22.0,18,80.33,0,Two year,Credit Card,South,2021-02-17,0
912,51.0,19,67.34,0,Month-to-month,Credit Card,South,2023-06-03,0
913,23.0,36,25.97,1,One year,Bank Transfer,South,2018-09-10,0
914,19.0,55,87.16,1,Month-to-month,Bank Transfer,North,2020-12-19,1
915,30.0,69,78.22,2,One year,Bank Transfer,West,2021-07-13,0
916,60.0,47,119.02,0,Month-to-month,Electronic Check,North,2021-12-03,1
917,60.0,49,43.92,2,Two year,Bank Transfer,South,2018-01-31,0
918,65.0,33,73.07,0,Month-to-month,,North,2020-11-10,0
919,28.0,21,85.1,2,Month-to-month,Electronic Check,North,2020-01-01,1
920,68.0,22,84.46,4,Month-to-month,Electronic Check,South,2022-06-05,1
921,64.0,48,76.13,0,Month-to-month,Debit Card,North,2018-10-16,0
922,40.0,37,97.69,1,Two year,Debit Card,East,2022-04-16,0
923,33.0,15,40.5,3,One year,Debit Card,North,2019-05-13,0
924,48.0,35,92.56,3,Month-to-month,Electronic Check,North,2022-11-05,1
925,28.0,71,81.97,0,Month-to-month,Electronic Check,West,2022-02-06,1
926,33.0,32,109.61,1,Month-to-month,Credit Card,West,2021-11-29,1
927,25.0,11,104.72,3,One year,Electronic Check,South,2019-07-02,0
928,21.0,10,51.51,1,One year,Debit Card,South,2020-08-18,0
929,57.0,57,47.62,4,Month-to-month,Electronic Check,West,2018-05-12,1
930,21.0,25,118.17,0,One year,Electronic Check,East,2021-09-09,0
931,42.0,2,72.73,2,One year,Credit Card,North,2020-05-07,0
932,,64,110.64,0,Two year,Electronic Check,East,2021-03-01,0
933,49.0,35,36.39,1,Two year,Bank Transfer,East,2019-06-05,0
934,20.0,7,,2,One year,Credit Card,West,2018-01-30,0
935,44.0,18,100.99,0,One year,Electronic Check,South,2019-09-19,0
936,46.0,67,114.74,4,Month-to-month,Electronic Check,North,2021-08-17,1
937,,42,53.73,2,One year,Credit Card,South,2018-01-04,0
938,,39,92.5,2,Month-to-month,Electronic Check,East,2021-09-10,1
939,,41,73.88,0,Month-to-month,Debit Card,East,2019-05-24,0
940,,24,26.06,2,Month-to-month,Bank Transfer,South,2021-06-14,0
941,38.0,60,89.0,2,One year,Bank Transfer,South,2022-04-08,0
942,22.0,46,89.01,0,Month-to-month,Debit Card,West,2018-01-16,0
943,35.0,19,113.06,0,Month-to-month,Electronic Check,South,2022-04-07,1
944,45.0,68,69.73,1,Month-to-month,Electronic Check,South,2020-09-23,0
945,59.0,42,43.03,3,Month-to-month,Bank Transfer,West,2022-05-27,0
946,39.0,32,24.46,1,Month-to-month,Electronic Check,South,2023-01-14,0
947,38.0,39,61.56,4,One year,Bank Transfer,East,2022-01-09,0
948,23.0,36,50.19,0,One year,,South,2022-03-07,0
949,18.0,36,96.11,2,Month-to-month,Debit Card,North,2020-08-13,1
950,22.0,3,55.43,3,Two year,Bank Transfer,East,2021-06-07,0
951,58.0,8,114.91,3,One year,Electronic Check,West,2021-02-04,0
952,29.0,70,116.23,2,Month-to-month,Electronic Check,East,2022-10-10,0
953,43.0,41,82.09,0,One year,Credit Card,West,2021-11-13,0
954,63.0,68,112.87,2,Two year,Electronic Check,North,2022-10-10,0
955,51.0,13,96.09,1,Month-to-month,Credit Card,North,2018-09-20,1
956,66.0,49,,3,Month-to-month,Bank Transfer,East,2022-05-06,0
957,31.0,60,38.03,3,Two year,Electronic Check,South,2020-12-24,0
958,43.0,2,65.86,4,One year,Debit Card,East,2018-09-22,0
959,62.0,60,76.09,2,Month-to-month,,East,2021-09-23,0
960,44.0,5,106.4,1,Month-to-month,Debit Card,North,2021-08-17,1
961,26.0,44,,2,Month-to-month,Bank Transfer,West,2019-01-13,0
962,43.0,27,109.77,1,Two year,Bank Transfer,East,2021-04-13,0
963,64.0,32,87.43,1,Month-to-month,Credit Card,South,2020-08-20,1
964,39.0,21,,3,Month-to-month,Debit Card,North,2021-03-21,0
965,64.0,8,119.5,1,One year,Credit Card,East,2019-04-21,0
966,47.0,50,72.72,1,Month-to-month,Credit Card,East,2021-07-13,0
967,60.0,67,59.19,4,Month-to-month,,South,2018-11-25,1
968,65.0,44,85.91,3,Month-to-month,Electronic Check,East,2023-06-20,0
969,34.0,58,30.89,3,One year,Debit Card,East,2023-01-14,0
970,43.0,3,83.65,1,Month-to-month,Bank Transfer,East,2021-04-01,1
971,,70,69.82,4,One year,Electronic Check,East,2019-03-14,0
972,18.0,2,60.67,2,Month-to-month,Bank Transfer,South,2021-09-28,0
973,25.0,44,115.3,2,Month-to-month,Credit Card,East,2021-10-22,1
974,66.0,2,72.25,1,Month-to-month,Credit Card,East,2022-01-28,0
975,52.0,35,41.91,4,Month-to-month,Credit Card,East,2022-11-09,1
976,69.0,30,65.9,1,One year,Credit Card,North,2021-05-07,0
977,32.0,8,111.94,4,Month-to-month,Debit Card,South,2022-03-04,1
978,64.0,22,37.61,3,One year,Credit Card,North,2018-01-16,0
979,39.0,44,41.4,2,Month-to-month,,North,2023-01-19,0
980,31.0,58,21.3,1,Two year,Credit Card,South,2021-08-12,0
981,43.0,36,21.42,1,One year,Bank Transfer,North,2020-05-17,0
982,45.0,69,102.94,1,One year,Electronic Check,North,2019-05-26,0
983,40.0,31,93.21,5,Month-to-month,Bank Transfer,North,2022-12-17,1
984,31.0,47,55.5,2,Month-to-month,Bank Transfer,South,2020-09-10,0
985,41.0,55,89.83,0,Month-to-month,Debit Card,East,2021-06-16,1
986,19.0,62,59.52,2,Two year,Debit Card,West,2019-08-04,0
987,62.0,30,115.29,6,Month-to-month,Bank Transfer,West,2021-08-17,1
988,43.0,55,,0,One year,Bank Transfer,South,2018-01-06,0
989,31.0,16,59.28,3,One year,Credit Card,West,2021-05-28,0
990,68.0,12,105.42,0,Month-to-month,Electronic Check,South,2020-10-15,0
991,24.0,17,97.31,1,One year,Credit Card,South,2022-11-25,0
992,20.0,16,51.0,1,One year,,West,2022-01-16,0
993,64.0,12,43.2,0,One year,Debit Card,North,2021-12-27,0
994,40.0,8,65.82,3,Month-to-month,,East,2020-03-17,0
995,63.0,3,98.13,2,Month-to-month,Electronic Check,West,2023-03-09,1
996,60.0,16,116.02,2,Month-to-month,Bank Transfer,West,2021-11-10,1
997,64.0,30,96.36,1,One year,Credit Card,West,2019-09-11,0
998,62.0,23,105.52,2,One year,Debit Card,West,2021-08-11,0
999,35.0,5,80.31,3,Month-to-month,Electronic Check,South,2021-02-15,1
1000,55.0,65,103.54,2,Two year,,South,2019-02-09,0
1001,52.0,30,,0,Month-to-month,Electronic Check,East,2022-08-31,1
1002,68.0,21,57.7,4,Two year,Electronic Check,East,2020-09-23,0
1003,32.0,70,75.2,2,Two year,Electronic Check,West,2022-11-22,0
1004,42.0,22,100.48,2,Two year,Credit Card,West,2019-08-17,0
1005,54.0,32,24.61,3,One year,Credit Card,West,2019-07-20,0
1006,45.0,33,100.81,1,Month-to-month,Credit Card,East,2020-01-22,1
1007,27.0,16,37.79,3,Month-to-month,Electronic Check,West,2023-03-17,0
1008,56.0,38,71.47,0,One year,Electronic Check,North,2018-01-12,0
1009,34.0,14,100.83,0,Month-to-month,Debit Card,East,2021-05-17,1
1010,56.0,36,45.38,2,Month-to-month,Bank Transfer,North,2018-06-14,0
1011,39.0,23,44.58,5,One year,Credit Card,West,2020-05-27,0
1012,43.0,66,,1,Month-to-month,Electronic Check,South,2021-08-10,0
1013,61.0,2,109.46,3,Two year,Debit Card,North,2023-04-19,0
1014,42.0,65,20.04,1,One year,Debit Card,East,2022-03-23,0
1015,34.0,67,,0,One year,Debit Card,North,2018-03-19,0
1016,30.0,52,35.38,4,One year,Credit Card,East,2021-12-28,0
1017,37.0,62,,1,Two year,Credit Card,West,2022-05-20,0
1018,42.0,23,115.48,3,One year,Bank Transfer,North,2019-09-06,0
1019,21.0,26,69.47,0,One year,Debit Card,South,2023-06-10,0
1020,27.0,68,71.27,1,Month-to-month,Credit Card,North,2020-05-18,0
1021,20.0,55,68.15,0,Two year,Debit Card,South,2020-03-22,0
1022,58.0,6,83.54,3,One year,Electronic Check,East,2022-12-28,0
1023,62.0,35,29.07,1,Month-to-month,Debit Card,West,2022-09-03,0
1024,35.0,22,23.26,1,Month-to-month,Bank Transfer,West,2021-01-05,0
1025,64.0,43,25.77,3,One year,Credit Card,South,2020-12-07,0
1026,53.0,15,64.44,2,Month-to-month,Electronic Check,East,2020-02-06,0
1027,64.0,60,47.55,6,Two year,Credit Card,West,2018-03-23,0
1028,39.0,12,82.2,4,Two year,,East,2023-04-03,0
1029,51.0,49,119.24,1,Month-to-month,Debit Card,South,2022-10-11,0
1030,64.0,42,58.63,1,One year,Debit Card,South,2018-07-28,0
1031,25.0,38,77.38,3,Month-to-month,Bank Transfer,North,2022-01-08,0
1032,57.0,45,61.56,2,One year,Bank Transfer,West,2023-06-18,0
1033,66.0,35,104.73,1,Month-to-month,Electronic Check,West,2022-06-08,1
1034,61.0,30,110.22,2,One year,Bank Transfer,North,2019-06-06,0
1035,36.0,30,107.74,0,Month-to-month,Bank Transfer,South,2020-11-18,0
1036,,6,117.44,2,Month-to-month,Bank Transfer,South,2021-08-20,1
1037,58.0,67,22.75,4,Month-to-month,Bank Transfer,South,2020-09-20,0
1038,54.0,7,103.98,3,Month-to-month,Debit Card,South,2019-04-10,0
1039,23.0,52,95.18,2,Month-to-month,Bank Transfer,East,2022-03-06,1
1040,69.0,14,42.87,1,Month-to-month,Debit Card,West,2022-01-09,0
1041,43.0,15,115.63,1,Month-to-month,Debit Card,West,2019-09-20,1
1042,51.0,21,34.82,0,Two year,Credit Card,South,2022-02-22,0
1043,62.0,35,87.95,0,One year,Debit Card,South,2020-02-20,0
1044,23.0,66,42.49,3,Two year,Debit Card,South,2021-12-22,0
1045,54.0,2,63.14,0,Two year,Bank Transfer,West,2019-07-13,0
1046,50.0,35,91.92,3,Month-to-month,Debit Card,West,2021-10-14,1
1047,39.0,20,76.33,2,Month-to-month,Electronic Check,South,2020-08-17,0
1048,38.0,10,62.75,0,Month-to-month,Bank Transfer,East,2018-04-01,0
1049,23.0,25,52.63,4,Two year,Bank Transfer,North,2020-12-12,0
1050,23.0,66,103.97,0,Two year,Bank Transfer,North,2022-10-20,0
1051,65.0,25,34.38,2,Month-to-month,Credit Card,North,2020-05-09,0
1052,21.0,54,,2,Month-to-month,Bank Transfer,West,2022-06-01,0
1053,47.0,33,110.38,3,Month-to-month,Debit Card,West,2021-05-12,1
1054,28.0,36,104.58,5,One year,Electronic Check,North,2019-07-10,0
1055,47.0,14,60.09,1,One year,Bank Transfer,North,2018-06-05,0
1056,48.0,65,96.31,0,Month-to-month,Bank Transfer,East,2018-01-02,1
1057,,54,102.32,2,Month-to-month,Electronic Check,West,2021-10-12,1
1058,26.0,52,108.89,1,One year,Bank Transfer,West,2020-04-04,0
1059,20.0,3,74.45,3,One year,Credit Card,North,2022-05-12,0
1060,68.0,41,40.45,5,Month-to-month,Debit Card,East,2020-03-12,1
1061,48.0,6,45.53,2,Two year,Electronic Check,East,2020-09-09,0
1062,57.0,25,49.57,1,Month-to-month,Electronic Check,North,2020-12-17,0
1063,54.0,13,79.38,2,One year,Credit Card,North,2021-07-01,0
1064,53.0,8,23.28,1,One year,Debit Card,West,2021-04-18,0
1065,,21,83.6,1,Month-to-month,Credit Card,North,2019-05-08,1
1066,48.0,68,56.44,1,Month-to-month,Debit Card,South,2019-10-31,0
1067,23.0,25,49.52,3,One year,Credit Card,East,2020-11-24,0
1068,19.0,68,107.95,2,Month-to-month,,North,2018-03-16,1
1069,37.0,45,66.0,1,One year,,South,2020-08-01,0
1070,45.0,60,29.51,0,One year,Electronic Check,East,2021-08-05,0
1071,28.0,12,102.67,1,One year,Electronic Check,South,2019-01-06,0
1072,21.0,32,24.76,1,Month-to-month,Electronic Check,South,2019-08-10,0
1073,32.0,13,92.67,0,Month-to-month,Credit Card,North,2018-11-25,1
1074,23.0,31,97.39,2,One year,Electronic Check,East,2019-08-13,0
1075,66.0,20,55.26,1,Month-to-month,Electronic Check,South,2022-11-26,0
1076,47.0,18,102.48,1,One year,Bank Transfer,West,2020-02-16,0
1077,55.0,60,71.57,2,One year,Bank Transfer,East,2018-10-31,0
1078,68.0,63,,2,Month-to-month,Debit Card,West,2019-08-02,0
1079,19.0,6,24.54,3,One year,Debit Card,North,2018-08-09,0
1080,32.0,32,49.0,4,Month-to-month,Debit Card,West,2020-09-05,1
1081,28.0,43,113.1,1,Month-to-month,Credit Card,East,2021-04-02,1
1082,25.0,2,59.18,2,Two year,,South,2022-02-12,0
1083,43.0,60,74.67,0,Two year,Credit Card,South,2022-01-18,0
1084,68.0,23,73.2,2,Month-to-month,Credit Card,East,2019-01-10,0
1085,,31,79.04,2,Two year,Debit Card,South,2021-05-28,0
1086,61.0,5,26.13,2,Month-to-month,Debit Card,West,2022-09-04,0
1087,22.0,34,56.22,2,Month-to-month,Credit Card,South,2021-07-01,0
1088,23.0,10,92.31,0,Month-to-month,Bank Transfer,South,2022-10-12,1
1089,43.0,2,40.06,3,Two year,Electronic Check,West,2018-07-07,0
1090,21.0,11,40.36,2,Month-to-month,,West,2021-04-29,0
1091,36.0,50,,2,Month-to-month,Electronic Check,West,2021-11-13,0
1092,37.0,31,63.75,3,Month-to-month,Bank Transfer,North,2021-05-23,0
1093,50.0,56,108.27,1,One year,Credit Card,West,2021-10-30,0
1094,37.0,9,25.19,0,Month-to-month,Debit Card,West,2021-01-14,0
1095,66.0,21,39.11,3,Month-to-month,Credit Card,North,2019-04-19,0
1096,29.0,28,51.01,0,Month-to-month,Credit Card,South,2022-06-30,0
1097,64.0,62,,1,One year,Debit Card,West,2020-04-23,0
1098,18.0,7,84.06,5,One year,Bank Transfer,East,2023-01-06,0
1099,43.0,16,61.59,1,Month-to-month,Electronic Check,West,2019-06-15,0
1100,31.0,4,95.91,1,One year,Electronic Check,West,2020-12-06,0
1101,55.0,4,80.96,5,Month-to-month,Credit Card,North,2020-12-24,1
1102,54.0,40,109.6,5,Two year,Bank Transfer,East,2020-08-20,0
1103,28.0,17,101.8,4,Month-to-month,Electronic Check,South,2019-04-20,1
1104,53.0,52,45.28,2,Month-to-month,Bank Transfer,South,2021-03-15,0
1105,30.0,52,47.14,0,Month-to-month,Debit Card,East,2020-08-03,0
1106,60.0,36,32.54,1,One year,Credit Card,West,2022-12-27,0
1107,20.0,38,53.7,5,Two year,Credit Card,North,2021-11-06,0
1108,50.0,50,119.95,3,Month-to-month,Bank Transfer,East,2020-12-25,1
1109,,63,60.58,0,One year,Electronic Check,East,2019-06-01,0
1110,67.0,63,42.05,1,Month-to-month,Bank Transfer,South,2021-01-21,0
1111,27.0,62,96.25,1,Month-to-month,Debit Card,North,2023-03-04,1
1112,22.0,7,74.25,2,Month-to-month,,East,2019-03-02,0
1113,40.0,27,34.96,4,One year,Electronic Check,North,2022-01-31,0
1114,27.0,14,58.07,2,One year,Bank Transfer,West,2021-01-22,0
1115,61.0,71,61.45,1,Month-to-month,Debit Card,South,2022-06-30,0
1116,19.0,5,95.38,1,Month-to-month,Electronic Check,West,2018-05-13,1
1117,30.0,55,22.07,3,Month-to-month,Credit Card,North,2021-12-28,0
1118,57.0,2,46.9,2,Month-to-month,Debit Card,West,2021-09-26,0
1119,19.0,62,71.76,3,Month-to-month,Electronic Check,South,2018-11-10,0
1120,37.0,21,46.88,2,Month-to-month,Bank Transfer,North,2019-08-14,0
1121,18.0,21,82.84,1,Month-to-month,Electronic Check,East,2021-05-20,0
1122,54.0,10,68.19,0,Month-to-month,Credit Card,West,2022-03-24,0
1123,26.0,58,56.17,4,Month-to-month,Debit Card,South,2020-10-05,1
1124,34.0,39,114.92,5,Month-to-month,Electronic Check,East,2018-06-08,1
1125,26.0,5,83.22,3,Month-to-month,Credit Card,South,2021-07-15,1
1126,28.0,65,32.99,0,One year,Electronic Check,North,2019-10-23,0
1127,32.0,13,76.01,1,Month-to-month,Electronic Check,North,2023-03-01,0
1128,41.0,53,98.07,4,One year,Debit Card,West,2023-06-05,0
1129,55.0,45,90.85,3,Month-to-month,Bank Transfer,South,2022-06-15,1
1130,52.0,32,,2,Month-to-month,Bank Transfer,South,2020-01-18,0
1131,47.0,36,117.24,2,Month-to-month,Credit Card,South,2022-02-06,0
1132,48.0,60,64.88,2,Month-to-month,Credit Card,North,2020-03-11,0
1133,66.0,11,,4,Month-to-month,Credit Card,West,2019-02-14,1
1134,22.0,63,38.02,1,Two year,Debit Card,South,2022-02-06,0
1135,61.0,21,29.82,0,Month-to-month,Bank Transfer,South,2021-10-11,0
